usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,gig_type,domisili_code,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung
22,Instagram / TikTok / YouTube,1,8,6,7,750000,250000,450000,225000,0,"Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Saran menabung, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",jualan_online,jawa_barat_lainnya,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
20,WhatsApp / kenalan / pelanggan langsung,2,24,7,6,140000,310000,340000,240000,0,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",2,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",pekerja_harian,jawa_barat_lainnya,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
29,WhatsApp / kenalan / pelanggan langsung,2,29,7,10,330000,250000,225000,660000,3,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,4,"Pengingat kalau penghasilan sedang turun, Saran menabung",pekerja_harian,bali,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
21,ShopeeFood,2,21,6,9,440000,480000,450000,475000,1,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",kurir,jawa_barat_lainnya,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0
21,WhatsApp / kenalan / pelanggan langsung,1,18,2,5,590000,575000,870000,625000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",tutor,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
51,WhatsApp / kenalan / pelanggan langsung,1,19,5,7,130000,350000,120000,310000,2,Awal bulan,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Saran batas pengeluaran minggu ini",pekerja_harian,jawa_timur,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
21,"Projects.co.id, Instagram / TikTok / YouTube",1,13,3,6,345000,725000,650000,480000,2,Akhir bulan / tanggal gajian,Jumlah pesanan atau project yang masuk,4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",freelancer_desain,sulawesi,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29,Gojek,1,46,7,7,510000,900000,375000,1000000,1,"Saat ada promo dari aplikasi, Saat cuaca bagus, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",ojek_online,jawa_tengah,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0
31,Grab,2,15,6,11,500000,650000,665000,565000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Saran menabung",ojek_online,bandung,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
24,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",0,32,4,7,115000,80000,50000,80000,3,"Awal bulan, Harbolnas / flash sale online / tanggal kembar",Jumlah pesanan atau project yang masuk,3,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",jualan_online,sumatera,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,6,2,5,230000,16800,300000,200000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",2,Saran menabung,tutor,sumatera,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,WhatsApp / kenalan / pelanggan langsung,1,24,3,8,270000,275000,250000,280000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",freelancer_desain,bali,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
32,"Gojek, Grab",2,65,7,7,1336200,1040000,1350000,1200000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Cuaca, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",ojek_online,jawa_tengah,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0
37,"Gojek, Grab",1,41,7,10,470000,450000,390000,410000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",ojek_online,jawa_barat_lainnya,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
26,WhatsApp / kenalan / pelanggan langsung,1,16,3,4,400000,425000,350000,410000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Perkiraan penghasilan minggu depan",tutor,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
25,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,17,4,4,405000,400000,325000,425000,2,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung, Pengingat kalau penghasilan sedang turun",content_creator,bali,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
23,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,33,6,3,190000,130000,225000,6800,3,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",freelancer_desain,jabodetabek,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1
23,"Projects.co.id, Instagram / TikTok / YouTube",2,39,6,7,625000,975000,550000,715000,4,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",freelancer_desain,jawa_barat_lainnya,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
24,ShopeeFood,2,13,6,11,230000,620000,160000,495000,2,"Awal bulan, Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Cuaca",4,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Perkiraan penghasilan minggu depan",kurir,jawa_tengah,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
36,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,17,6,3,200000,210000,225000,200000,0,"Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,1,"Saran batas pengeluaran minggu ini, Saran menabung",jualan_online,jawa_barat_lainnya,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
25,"Upwork, WhatsApp / kenalan / pelanggan langsung",0,14,4,7,325000,325000,270000,315000,1,"Awal bulan, Akhir bulan / tanggal gajian",Jumlah pesanan atau project yang masuk,4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",freelancer_it,bandung,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
41,"Gojek, Maxim",2,47,7,7,1336200,600000,1350000,1342800,1,"Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Cuaca",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Pengingat kalau penghasilan sedang turun",ojek_online,jawa_barat_lainnya,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
39,"Gojek, Grab",2,14,5,9,850000,1075000,1105000,850000,2,"Saat ada promo dari aplikasi, Saat cuaca bagus",Jumlah pesanan atau project yang masuk,3,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",ojek_online,jawa_timur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
21,WhatsApp / kenalan / pelanggan langsung,1,6,2,5,315000,270000,160000,410000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,Pengingat kalau penghasilan sedang turun,tutor,jawa_tengah,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
31,"Gojek, Grab",1,15,7,11,360000,530000,745000,480000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,Saran batas pengeluaran minggu ini,ojek_online,jawa_tengah,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",2,3,5,5,670000,725000,590000,575000,2,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",jualan_online,jawa_barat_lainnya,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0
25,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,9,6,5,200000,16800,735000,790000,2,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi, Akhir bulan / tanggal gajian",Jumlah pesanan atau project yang masuk,2,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",jualan_online,jabodetabek,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
33,WhatsApp / kenalan / pelanggan langsung,0,14,4,5,250000,90000,95000,330000,2,"Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",pekerja_harian,jawa_timur,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
29,"Gojek, ShopeeFood",0,66,7,9,520000,650000,10000,620000,2,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,Ringkasan pemasukan dan pengeluaran,kurir,jabodetabek,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
26,"Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,27,5,7,400000,450000,400000,370000,3,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",1,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",freelancer_desain,jawa_barat_lainnya,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
39,Gojek,0,55,6,10,810000,220000,425000,425000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Cuaca, Jam saya bekerja",4,Pengingat kalau penghasilan sedang turun,ojek_online,jawa_timur,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
21,"Projects.co.id, Instagram / TikTok / YouTube",0,22,6,5,400000,360000,420000,450000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Saran menabung, Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",freelancer_desain,jawa_barat_lainnya,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
32,Gojek,2,24,7,7,1336200,900000,1325000,1342800,0,"Saat ada promo dari aplikasi, Saat cuaca bagus",Jumlah pesanan atau project yang masuk,3,"Saran batas pengeluaran minggu ini, Saran menabung",ojek_online,jabodetabek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
24,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,15,3,5,350000,300000,380000,330000,3,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",4,"Pengingat kalau penghasilan sedang turun, Saran menabung, Saran batas pengeluaran minggu ini",tutor,jabodetabek,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
38,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",1,29,7,4,630000,750000,680000,710000,2,"Akhir bulan / tanggal gajian, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,Pengingat kalau penghasilan sedang turun,jualan_online,jabodetabek,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
44,"Gojek, Grab",1,13,6,9,810000,925000,750000,870000,0,"Saat cuaca bagus, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",ojek_online,jabodetabek,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
34,"Grab, Maxim",2,7,5,10,920000,800000,880000,780000,4,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,5,"Ringkasan pemasukan dan pengeluaran, Saran menabung",ojek_online,jabodetabek,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
21,"Upwork, WhatsApp / kenalan / pelanggan langsung",0,24,4,5,420000,570000,140000,120000,2,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",freelancer_it,bandung,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
24,WhatsApp / kenalan / pelanggan langsung,0,31,4,4,850000,410000,860000,300000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",4,"Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",freelancer_it,jawa_tengah,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
22,"Instagram / TikTok / YouTube, Projects.co.id",2,78,4,4,380000,575000,290000,560000,2,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",freelancer_desain,bandung,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
26,Instagram / TikTok / YouTube,0,29,2,5,355000,325000,380000,350000,0,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Saran menabung",tutor,jabodetabek,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
29,"Upwork, WhatsApp / kenalan / pelanggan langsung",0,35,4,5,115000,90000,10000,200000,4,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",3,Pengingat kalau penghasilan sedang turun,freelancer_it,jawa_tengah,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
37,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",1,18,7,4,350000,525000,575000,415000,3,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,Saran menabung,jualan_online,bali,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
19,Instagram / TikTok / YouTube,1,15,5,4,150000,270000,100000,295000,4,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",tutor,bandung,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
27,WhatsApp / kenalan / pelanggan langsung,0,28,5,6,250000,300000,235000,275000,3,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Perkiraan penghasilan minggu depan",pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
30,Grab,2,22,6,8,680000,800000,665000,580000,2,"Awal bulan, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Ada atau tidaknya promo dari aplikasi",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",kurir,kalimantan,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
33,"Upwork, WhatsApp / kenalan / pelanggan langsung",0,14,4,7,230000,225000,290000,245000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",2,Ringkasan pemasukan dan pengeluaran,freelancer_it,jabodetabek,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
17,"WhatsApp / kenalan / pelanggan langsung, Website freelance seperti Fiverr",1,17,5,3,590000,560000,550000,540000,4,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,Saran menabung,freelancer_desain,sulawesi,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
47,"Gojek, Maxim",2,14,7,8,815000,1273200,905000,1342800,1,"Awal bulan, Saat cuaca bagus, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",ojek_online,jabodetabek,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
23,Instagram / TikTok / YouTube,0,5,6,2,360000,800000,790000,6800,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",3,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Saran menabung",content_creator,bandung,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
24,WhatsApp / kenalan / pelanggan langsung,0,19,4,5,75000,16800,175000,170000,4,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",5,"Saran menabung, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",content_creator,bali,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
28,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,34,4,5,190000,340000,540000,440000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Tanggal gajian / akhir bulan",5,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",tutor,jabodetabek,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
41,"Grab, Maxim",0,27,7,6,230000,350000,265000,255000,2,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,4,Saran menabung,ojek_online,jawa_tengah,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25,WhatsApp / kenalan / pelanggan langsung,2,59,5,7,850000,730000,900000,875000,3,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,5,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
21,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",2,10,4,8,150000,130000,235000,160000,0,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Ada atau tidaknya promo dari aplikasi",5,Pengingat kalau penghasilan sedang turun,jualan_online,kalimantan,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
31,Grab,2,5,7,7,520000,725000,560000,675000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",1,"Saran menabung, Pengingat kalau penghasilan sedang turun",ojek_online,jawa_timur,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
26,WhatsApp / kenalan / pelanggan langsung,1,14,5,9,425000,580000,360000,350000,2,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",5,"Saran menabung, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
35,"Gojek, ShopeeFood",2,55,7,11,820000,625000,1290000,605000,3,Awal bulan,Jumlah pesanan atau project yang masuk,5,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",kurir,jawa_tengah,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
42,"Grab, Maxim",2,51,5,9,970000,1170000,1075000,1060000,0,"Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Saran menabung",ojek_online,bali,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
32,Gojek,2,27,7,8,500000,510000,550000,565000,4,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",ojek_online,jabodetabek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
27,WhatsApp / kenalan / pelanggan langsung,1,17,3,6,340000,170000,200000,340000,1,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,3,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
