usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung,monthly_income,income_volatility,income_cv,income_trend,is_income_growing,total_jam_seminggu,kapasitas_jam_bulanan,intensitas_kerja_rel,experience_months_log,exp_score,income_stability,gig_type_content_creator,gig_type_freelancer_desain,gig_type_freelancer_it,gig_type_jualan_online,gig_type_kurir,gig_type_ojek_online,gig_type_pekerja_harian,gig_type_tutor,domisili_code_bali,domisili_code_bandung,domisili_code_jabodetabek,domisili_code_jawa_barat_lainnya,domisili_code_jawa_tengah,domisili_code_jawa_timur,domisili_code_kalimantan,domisili_code_sulawesi,domisili_code_sumatera,experience_tier_junior,experience_tier_mid,experience_tier_senior
33,ShopeeFood,2,15,6,8,500000,930000,775000,760000,1,Awal bulan,Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2965000,178249.5909298719,0.24047129910094137,260000,1,48,192,0.8727272727272727,2.772588722239781,3.6043653389117156,sedang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,10,6,4,300000,175000,195000,250000,1,"Awal bulan, Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",3,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,920000,56421.03626603585,0.24530778677499598,-50000,0,24,96,0.7741935483870968,2.3978952727983707,1.6785266909588594,sedang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37,Gojek,2,16,7,7,590000,870000,600000,700000,3,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2760000,129871.73159185438,0.1882196280756903,110000,1,49,196,0.8909090909090909,2.833213344056216,3.683177347273081,sedang,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35,Grab,0,11,6,8,650000,380000,575000,780000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,Pengingat kalau penghasilan sedang turun,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2385000,167201.22607205965,0.280420873209537,130000,1,48,192,0.8727272727272727,2.4849066497880004,1.7394346548516002,sedang,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,Projects.co.id,2,28,4,5,425000,390000,510000,470000,0,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",5,"Saran menabung, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1795000,52341.02915814068,0.11663713096603835,45000,1,20,80,0.8,3.367295829986474,4.377484578982417,stabil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,Grab,2,3,6,10,1020000,1135000,60000,60000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2275000,589326.9466094351,1.0361774249354025,-960000,0,60,240,1.0909090909090908,1.3862943611198906,1.8021826694558578,volatil,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,WhatsApp / kenalan / pelanggan langsung,2,12,5,8,360000,500000,370000,530000,4,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,4,Saran batas pengeluaran minggu ini,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1760000,87559.50357709131,0.19899841949698138,170000,1,40,160,0.9302325581395349,2.5649493574615367,3.334434164699998,sedang,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,Gojek,2,34,6,7,760000,790000,1130000,1175000,4,Awal bulan,Jumlah pesanan atau project yang masuk,3,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Pengingat kalau penghasilan sedang turun",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3855000,219065.24903172874,0.22730482150651854,415000,1,42,168,0.7636363636363637,3.5553480614894135,4.621952479936238,sedang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29,ShopeeFood,2,18,7,9,505000,510000,25000,500000,1,"Saat ada promo dari aplikasi, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Jam saya bekerja",4,"Saran menabung, Pengingat kalau penghasilan sedang turun",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1540000,240034.7197108507,0.623465185053677,-5000,0,63,252,1.1454545454545455,2.9444389791664403,3.8277706729163725,volatil,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26,"WhatsApp / kenalan / pelanggan langsung, Website freelance seperti Fiverr",1,38,4,7,1320000,1273200,1200000,630000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,4423200,321021.12080048566,0.29030641209447783,-690000,0,28,112,1.12,3.6635616461296463,3.6635616461296463,sedang,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,Grab,2,31,6,9,890000,560000,1105000,740000,0,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Saran batas pengeluaran minggu ini",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,3295000,230989.71838590564,0.28041206430815335,-150000,0,54,216,0.9818181818181818,3.4657359027997265,4.505456673639645,sedang,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27,WhatsApp / kenalan / pelanggan langsung,0,8,5,4,225000,200000,170000,210000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Saran menabung, Pengingat kalau penghasilan sedang turun",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,805000,23228.93310794392,0.11542269657265763,-15000,0,20,80,1.5384615384615385,2.1972245773362196,1.5380572041353535,stabil,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
29,Instagram / TikTok / YouTube,1,1,6,7,525000,625000,715000,760000,2,"Awal bulan, Harbolnas / flash sale online / tanggal kembar, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Ada atau tidaknya promo dari aplikasi",3,"Saran menabung, Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,2625000,103953.11443145896,0.15840450442202597,235000,1,42,168,1.3548387096774193,0.6931471805599453,0.6931471805599453,sedang,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38,Gojek,2,16,7,10,450000,970000,550000,300000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2270000,287329.6596826254,0.5063068781951492,-150000,0,70,280,1.2727272727272727,2.833213344056216,3.683177347273081,volatil,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",2,36,3,4,270000,150000,550000,185000,3,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1155000,181308.8984762377,0.6279074305413235,-85000,0,12,48,0.9230769230769231,3.6109179126442243,4.694193286437492,volatil,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
33,"Gojek, Grab",2,14,6,9,700000,395000,475000,940000,4,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Pengingat kalau penghasilan sedang turun, Saran menabung, Ringkasan pemasukan dan pengeluaran",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2510000,245102.01957552286,0.3906002055383543,240000,1,54,216,0.9818181818181818,2.70805020110221,3.5204652614328733,volatil,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr",0,38,4,7,750000,365000,630000,590000,0,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2335000,160902.40313100774,0.27563533618102193,-160000,0,28,112,1.12,3.6635616461296463,2.564493152290752,sedang,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,WhatsApp / kenalan / pelanggan langsung,2,46,5,7,555000,980000,555000,590000,0,"Akhir pekan / Sabtu-Minggu, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,"Saran menabung, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2680000,207324.22273659517,0.3094386765640576,35000,1,35,140,0.813953488372093,3.8501476017100584,5.005191882223076,sedang,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
22,Instagram / TikTok / YouTube,1,8,6,7,750000,250000,450000,225000,0,"Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Saran menabung, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1675000,242706.09798684498,0.5795952678007813,-525000,0,42,168,1.3548387096774193,2.1972245773362196,2.1972245773362196,volatil,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,WhatsApp / kenalan / pelanggan langsung,2,24,7,6,140000,310000,340000,240000,0,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",2,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1030000,88835.0531415762,0.34498915787346923,100000,1,42,168,0.9767441860465116,3.2188758248682006,4.184538572328661,sedang,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,WhatsApp / kenalan / pelanggan langsung,2,29,7,10,330000,250000,225000,660000,3,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,4,"Pengingat kalau penghasilan sedang turun, Saran menabung",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1465000,200888.65074961304,0.548499937883072,330000,1,70,280,1.627906976744186,3.4011973816621555,4.421556596160802,volatil,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21,ShopeeFood,2,21,6,9,440000,480000,450000,475000,1,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1845000,19311.05037709411,0.04186668511741787,35000,1,54,216,0.9818181818181818,3.091042453358316,4.018355189365811,stabil,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,WhatsApp / kenalan / pelanggan langsung,1,18,2,5,590000,575000,870000,625000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2660000,138263.03434637425,0.20791402471030004,35000,1,10,40,0.7692307692307693,2.9444389791664403,2.9444389791664403,sedang,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
51,WhatsApp / kenalan / pelanggan langsung,1,19,5,7,130000,350000,120000,310000,2,Awal bulan,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,910000,119547.75893619531,0.5254823448520899,180000,1,35,140,0.813953488372093,2.995732273553991,2.995732273553991,volatil,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21,"Projects.co.id, Instagram / TikTok / YouTube",1,13,3,6,345000,725000,650000,480000,2,Akhir bulan / tanggal gajian,Jumlah pesanan atau project yang masuk,4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2200000,170831.30080091686,0.31060180036203,135000,1,18,72,0.72,2.639057329615259,2.639057329615259,sedang,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,Gojek,1,46,7,7,510000,900000,375000,1000000,1,"Saat ada promo dari aplikasi, Saat cuaca bagus, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2785000,300925.6552705336,0.43220857890406417,490000,1,49,196,0.8909090909090909,3.8501476017100584,3.8501476017100584,volatil,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31,Grab,2,15,6,11,500000,650000,665000,565000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Saran menabung",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2380000,77136.24310270757,0.1296405268271945,65000,1,66,264,1.2,2.772588722239781,3.6043653389117156,stabil,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",0,32,4,7,115000,80000,50000,80000,3,"Awal bulan, Harbolnas / flash sale online / tanggal kembar",Jumlah pesanan atau project yang masuk,3,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,325000,26575.364531836625,0.32707738405480086,-35000,0,28,112,0.9032258064516129,3.4965075614664802,2.447555293026536,sedang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,6,2,5,230000,16800,300000,200000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",2,Saran menabung,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,746800,120767.9317258242,0.6468520882364004,-30000,0,10,40,0.7692307692307693,1.9459101490553132,1.9459101490553132,volatil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
25,WhatsApp / kenalan / pelanggan langsung,1,24,3,8,270000,275000,250000,280000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1075000,13149.778198382915,0.04892922518756364,10000,1,24,96,0.96,3.2188758248682006,3.2188758248682006,stabil,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,"Gojek, Grab",2,65,7,7,1336200,1040000,1350000,1200000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Cuaca, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,4926200,144532.38391447088,0.117358017584713,-136200,0,49,196,0.8909090909090909,4.189654742026425,5.446551164634353,stabil,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,"Gojek, Grab",1,41,7,10,470000,450000,390000,410000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1720000,36514.83716701107,0.08491802848600602,-60000,0,70,280,1.2727272727272727,3.7376696182833684,3.7376696182833684,stabil,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,WhatsApp / kenalan / pelanggan langsung,1,16,3,4,400000,425000,350000,410000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1585000,32500.0,0.0820187204574878,10000,1,12,48,0.9230769230769231,2.833213344056216,2.833213344056216,stabil,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
25,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,17,4,4,405000,400000,325000,425000,2,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung, Pengingat kalau penghasilan sedang turun",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1555000,43851.07372307623,0.11279989948084052,20000,1,16,64,0.8888888888888888,2.8903717578961645,2.023260230527315,stabil,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,33,6,3,190000,130000,225000,6800,3,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,551800,95830.45792787733,0.6946702664560411,-183200,0,18,72,0.72,3.5263605246161616,2.468452367231313,volatil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,"Projects.co.id, Instagram / TikTok / YouTube",2,39,6,7,625000,975000,550000,715000,4,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2865000,185219.46441991458,0.2585957498417658,90000,1,42,168,1.68,3.6888794541139363,4.795543290348117,sedang,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24,ShopeeFood,2,13,6,11,230000,620000,160000,495000,2,"Awal bulan, Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Cuaca",4,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1505000,217308.34467794068,0.577562171736263,265000,1,66,264,1.2,2.639057329615259,3.4307745284998368,volatil,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,17,6,3,200000,210000,225000,200000,0,"Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,1,"Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,835000,11814.53906563152,0.05659632320626737,0,0,18,72,0.5806451612903226,2.8903717578961645,2.023260230527315,stabil,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,"Upwork, WhatsApp / kenalan / pelanggan langsung",0,14,4,7,325000,325000,270000,315000,1,"Awal bulan, Akhir bulan / tanggal gajian",Jumlah pesanan atau project yang masuk,4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1235000,26259.918760981218,0.08505209298425338,-10000,0,28,112,0.9824561403508771,2.70805020110221,1.8956351407715468,stabil,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41,"Gojek, Maxim",2,47,7,7,1336200,600000,1350000,1342800,1,"Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Cuaca",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Pengingat kalau penghasilan sedang turun",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,4629000,371542.74316692015,0.32105631636258697,6600,1,49,196,0.8909090909090909,3.8712010109078907,5.032561314180258,sedang,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,"Gojek, Grab",2,14,5,9,850000,1075000,1105000,850000,2,"Saat ada promo dari aplikasi, Saat cuaca bagus",Jumlah pesanan atau project yang masuk,3,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3880000,139104.27743243557,0.14340632373825962,0,0,45,180,0.8181818181818182,2.70805020110221,3.5204652614328733,stabil,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,WhatsApp / kenalan / pelanggan langsung,1,6,2,5,315000,270000,160000,410000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,Pengingat kalau penghasilan sedang turun,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1155000,103792.66191146013,0.3594538613250175,95000,1,10,40,0.7692307692307693,1.9459101490553132,1.9459101490553132,volatil,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
31,"Gojek, Grab",1,15,7,11,360000,530000,745000,480000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,Saran batas pengeluaran minggu ini,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2115000,160850.6035632651,0.3042086039804465,120000,1,77,308,1.4,2.772588722239781,2.772588722239781,sedang,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
