Timestamp,"Apakah Anda bersedia mengisi survei ini?

Cuman sedikit kok pertanyaanya!","Berapa usia Anda? (tulis angka, contoh: 22)",Domisili Anda saat ini,"Pekerjaan utama Anda saat ini? 

Kalau punya lebih dari satu, pilih yang PALING UTAMA.",Biasanya Anda mendapatkan pekerjaan/pesanan dari mana? Pilih yang sesuai.,"Apakah pekerjaan ini menjadi sumber penghasilan utama Anda?

0 — Tidak, hanya tambahan 
1 — Kadang utama, kadang tambahan
2 — Ya, penghasilan utama"," Sudah berapa lama Anda menjalankan pekerjaan ini? (tulis dalam bulan, contoh: 8)",Berapa hari dalam seminggu ada bekerja?,"Berapa jam Anda bekerja dalam sehari? (tulis angka, contoh: 6)","Berapa penghasilan Anda minggu lalu? (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda dua minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda tiga minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda empat minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Dalam sebulan, di minggu mana penghasilan Anda biasanya paling tinggi?

1 — Minggu pertama 
2 — Minggu kedua 
3 — Minggu ketiga 
4 — Minggu keempat 
0 — Tidak ada pola, tiap bulan beda",Kapan biasanya penghasilan Anda lebih ramai? (pilih semua yang sesuai), Apa yang paling sering membuat penghasilan Anda naik atau turun? (pilih maksimal 3),"Kalau ada aplikasi yang bisa memperkirakan penghasilan Anda beberapa minggu ke depan, apakah itu membantu?","Fitur apa yang paling Anda butuhkan?

Pilih maksimal 3.","Ada cerita atau masukan tentang penghasilan tidak tetap yang mau Anda bagikan?

Boleh dikosongkan — tapi jawaban Anda sangat berarti untuk kami 🙏", Kontak Hadiah GoPay  
5/14/2026 12:17:52,Ya,23,Sumatera,Freelance desain / editing / ilustrasi,Instagram / TikTok / YouTube,2,10,5,7,235000,585000,445000,325000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",5,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",,
5/14/2026 20:23:44,Ya,26,Sumatera,Freelance desain / editing / ilustrasi,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",2,21,3,5,200000,195000,250000,275000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Saran menabung, Perkiraan penghasilan minggu depan","kadang weekend ramai banget, weekday sepi",
5/14/2026 17:32:09,Ya,24,Kalimantan,Jualan online / reseller / toko online,Shopee / Tokopedia / Lazada / marketplace,0,23,7,3,260000,430000,465000,330000,3,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",,
5/14/2026 17:29:14,Ya,33,Bandung,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",2,6,5,8,285000,440000,450000,430000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",5,Saran menabung,butuh fitur yang bisa ingetin kalau udah boros,
5/14/2026 20:39:11,Ya,31,Sumatera,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,0,30,6,6,370000,15000,205000,345000,3,"Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",3,"Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
5/14/2026 11:24:35,Ya,37,Sumatera,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,34,7,10,390000,500000,755000,575000,1,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",3,"Saran menabung, Saran batas pengeluaran minggu ini","Penghasilan sering naik turun, susah nabung.",
5/14/2026 21:05:28,Ya,18,Jawa Timur lainnya,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,24,4,7,145000,220000,295000,270000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",2,"Saran menabung, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","pernah seminggu cuma dapat 150rb, padahal kerja tiap hari",
5/14/2026 19:53:15,Ya,21,Bali / NTB / NTT,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, Instagram / TikTok / YouTube",0,10,3,7,255000,140000,25000,175000,4,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,Saran menabung,Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
5/14/2026 17:31:50,Ya,22,Sumatera,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",1,40,3,5,305000,155000,205000,230000,1,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,Perkiraan penghasilan minggu depan,butuh fitur yang bisa ingetin kalau udah boros,
5/15/2026 15:05:45,Ya,38,Bandung,Kurir / pengantar barang atau makanan,WhatsApp / kenalan / pelanggan langsung,2,26,4,10,280000,125000,320000,285000,2,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Cuaca, Promo dari platform / aplikasi",4,Tips mengatur uang buat pekerja seperti saya,,
5/15/2026 19:58:26,Ya,23,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,2,5,3,4,20000,125000,255000,50000,0,"Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",,
5/15/2026 23:59:20,Ya,35,Yogyakarta,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",1,9,4,7,430000,320000,255000,255000,4,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Cuaca",5,Perkiraan penghasilan minggu depan,sering kali gak bisa bedain mana kebutuhan mana keinginan karena income ga pasti,
5/15/2026 18:04:19,Ya,17,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,75,6,7,45000,140000,630000,625000,0,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,Saran batas pengeluaran minggu ini,,
5/15/2026 16:16:45,Ya,28,Jawa Tengah lainnya,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,32,3,3,175000,195000,95000,190000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",2,Saran menabung,,
5/15/2026 11:58:46,Ya,33,Lainnya,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,0,40,6,8,180000,360000,330000,70000,0,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",5,Saran menabung,susah menabung karena ga tau kapan dapat banyak,
5/15/2026 07:26:01,Ya,52,Bandung,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,43,6,6,595000,215000,305000,325000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",butuh fitur yang bisa ingetin kalau udah boros,
5/15/2026 12:20:59,Ya,31,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,0,3,7,6,410000,775000,765000,320000,0,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",2,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
5/15/2026 19:22:25,Ya,25,Sumatera,Tutor / guru les / pengajar lepas,Ruangguru / Superprof / platform les online,0,48,3,5,75000,70000,115000,75000,0,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya","income ga pernah sama tiap minggu, bikin pusing budgeting",
5/15/2026 21:53:51,Ya,26,Jawa Timur lainnya,Content creator / admin media sosial,Instagram / TikTok / YouTube,0,33,5,3,140000,75000,170000,70000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Promo dari platform / aplikasi",2,Ringkasan pemasukan dan pengeluaran,"pernah seminggu cuma dapat 100rb, padahal kerja tiap hari",
5/15/2026 20:22:30,Ya,39,Bandung,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,17,4,9,80000,270000,280000,75000,0,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,Saran menabung,butuh fitur yang bisa ingetin kalau udah boros,
5/15/2026 10:37:20,Ya,27,Jawa Timur lainnya,Freelance desain / editing / ilustrasi,WhatsApp / kenalan / pelanggan langsung,1,21,4,6,65000,210000,265000,295000,1,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan","kalau akhir bulan biasa ramai, tapi ga selalu",
5/16/2026 10:45:58,Ya,26,Sumatera,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,43,4,10,460000,290000,605000,345000,0,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,Saran menabung,"income ga pernah sama tiap minggu, bikin pusing budgeting",
5/16/2026 10:20:58,Ya,20,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Tutor / guru les / pengajar lepas,"WhatsApp / kenalan / pelanggan langsung, Ruangguru / Superprof / platform les online",0,19,5,2,270000,240000,195000,395000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,Ringkasan pemasukan dan pengeluaran,"income dari Tutor ga stabil, makanya pengen ada tools buat bantu atur keuangan",
5/16/2026 21:22:34,Ya,32,Sumatera,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,45,6,9,705000,845000,115000,645000,0,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,Perkiraan penghasilan minggu depan,"Kalau lagi sakit langsung ga ada pemasukan, khawatir.",
5/16/2026 18:19:15,Ya,20,Jawa Barat lainnya,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,43,6,9,505000,40000,315000,750000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan","Bulan kemarin lumayan, tapi bulan ini sepi banget.",
5/16/2026 15:14:53,Ya,33,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,20,7,7,250000,495000,255000,500000,0,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",4,Perkiraan penghasilan minggu depan,"Kadang sepi banget, bisa seminggu cuma dapat 150ribu.",
5/16/2026 12:46:58,Ya,19,Bandung,Freelance desain / editing / ilustrasi,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",2,24,2,6,25000,225000,260000,235000,4,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",5,Ringkasan pemasukan dan pengeluaran,"Bulan kemarin lumayan, tapi bulan ini sepi banget.",
5/16/2026 14:56:21,Ya,45,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,0,20,6,8,440000,345000,305000,370000,2,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Akhir pekan atau hari libur",4,"Perkiraan penghasilan minggu depan, Ringkasan pemasukan dan pengeluaran",sering kali gak bisa bedain mana kebutuhan mana keinginan karena income ga pasti,
5/16/2026 19:25:08,Ya,20,Jawa Tengah lainnya,Freelance desain / editing / ilustrasi,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr, Upwork, Projects.co.id",2,18,6,6,440000,255000,80000,205000,3,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",5,"Saran menabung, Saran batas pengeluaran minggu ini",,
5/16/2026 19:44:05,Ya,22,Sumatera,Tutor / guru les / pengajar lepas,WhatsApp / kenalan / pelanggan langsung,2,21,2,3,115000,220000,115000,155000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",,
5/16/2026 07:42:53,Ya,41,Bandung,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,8,7,8,495000,805000,960000,825000,4,"Akhir pekan / Sabtu-Minggu, Saat cuaca bagus, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Promo dari platform / aplikasi",5,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",sering kali gak bisa bedain mana kebutuhan mana keinginan karena income ga pasti,
5/16/2026 17:36:52,Ya,23,Bali / NTB / NTT,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,44,6,8,265000,555000,365000,685000,3,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",5,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","kalau akhir bulan biasa ramai, tapi ga selalu",
5/16/2026 15:12:32,Ya,17,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance IT / website / programming / data,WhatsApp / kenalan / pelanggan langsung,0,32,4,7,655000,880000,25000,485000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",5,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",penghasilan tergantung cuaca dan mood pelanggan,
5/16/2026 17:25:27,Ya,37,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,41,5,8,715000,715000,710000,650000,1,"Ramadan / menjelang Lebaran, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Cuaca",3,Saran batas pengeluaran minggu ini,"Waktu akhir bulan lumayan ramai, tapi habis itu sepi lagi.",
5/17/2026 07:14:46,Ya,30,Lainnya,Jualan online / reseller / toko online,"Shopee / Tokopedia / Lazada / marketplace, WhatsApp / kenalan / pelanggan langsung",1,4,5,5,180000,300000,315000,160000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",4,Saran menabung,"Bulan kemarin lumayan, tapi bulan ini sepi banget.",
5/17/2026 17:44:08,Ya,34,Lainnya,Jualan online / reseller / toko online,Shopee / Tokopedia / Lazada / marketplace,1,3,5,4,365000,325000,320000,150000,1,"Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",2,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
5/17/2026 19:06:57,Ya,32,Surabaya,Jualan online / reseller / toko online,Shopee / Tokopedia / Lazada / marketplace,2,81,6,4,710000,610000,740000,465000,0,"Ramadan / menjelang Lebaran, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",5,Saran menabung,"Waktu lebaran lumayan ramai, tapi habis itu sepi lagi.",
5/17/2026 20:44:54,Ya,24,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,WhatsApp / kenalan / pelanggan langsung,2,12,3,4,275000,170000,185000,270000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",2,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran",,
5/17/2026 16:44:44,Ya,20,Surabaya,Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,0,8,3,2,155000,145000,205000,215000,0,"Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",3,"Saran menabung, Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya","income dari Content creator ga stabil, makanya pengen ada tools buat bantu atur keuangan",
5/17/2026 20:28:05,Ya,37,Yogyakarta,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,10,6,10,690000,830000,420000,500000,4,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Rating atau ulasan pelanggan",2,Saran batas pengeluaran minggu ini,"Waktu akhir bulan lumayan ramai, tapi habis itu sepi lagi.",
5/17/2026 16:23:44,Ya,31,Bali / NTB / NTT,Jualan online / reseller / toko online,"Instagram / TikTok / YouTube, Shopee / Tokopedia / Lazada / marketplace",0,6,7,3,5000,290000,210000,180000,3,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran","income ga pernah sama tiap minggu, bikin pusing budgeting",
5/17/2026 19:08:06,Ya,30,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,80,5,10,240000,315000,460000,210000,1,"Ramadan / menjelang Lebaran, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Cuaca",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","Kalau lagi sakit langsung ga ada pemasukan, khawatir.",
5/17/2026 17:45:07,Ya,29,Jawa Barat lainnya,Freelance IT / website / programming / data,"WhatsApp / kenalan / pelanggan langsung, Website freelance seperti Fiverr, Upwork, Projects.co.id",1,35,4,7,720000,835000,535000,510000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",2,"Saran menabung, Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",,
5/17/2026 19:35:24,Ya,39,Sumatera,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,43,6,10,560000,955000,365000,850000,0,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Jam saya bekerja",5,Saran batas pengeluaran minggu ini,,
5/17/2026 07:29:45,Ya,19,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,47,3,4,185000,110000,255000,315000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,Tips mengatur uang buat pekerja seperti saya,Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
5/17/2026 07:42:22,Ya,25,Sulawesi,Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,13,4,6,50000,250000,250000,155000,0,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",5,"Saran menabung, Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",,
5/18/2026 19:55:43,Ya,35,Surabaya,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,2,64,7,6,645000,570000,985000,970000,0,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",5,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",,
5/18/2026 22:06:18,Ya,38,Surabaya,Kurir / pengantar barang atau makanan,"WhatsApp / kenalan / pelanggan langsung, Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,20,7,10,155000,400000,40000,185000,3,"Awal bulan, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Cuaca, Promo dari platform / aplikasi",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya","Kadang sepi banget, bisa seminggu cuma dapat 50ribu.",
5/18/2026 21:54:32,Ya,34,Sumatera,Kurir / pengantar barang atau makanan,"WhatsApp / kenalan / pelanggan langsung, Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,5,5,10,230000,320000,590000,355000,2,"Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,Saran batas pengeluaran minggu ini,pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
5/18/2026 18:09:36,Ya,20,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr, Upwork, Projects.co.id",0,22,5,4,220000,235000,155000,5000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",1,Tips mengatur uang buat pekerja seperti saya,,
